大陆央视,#genre#
Discovery科学频道,http://135.148.104.228:19806/862c9ba288c44277925b51c391df263b
Dreamworks,http://135.148.104.228:19806/8b6a297545fb4063ace56e824af32a35
Nat Geo Wild,http://135.148.104.228:19806/789748eb75bb4c3b9522742df4eaee1b
OUTDOOR,http://135.148.104.228:19806/6057993e3b7d40ce81c274cb04e6db5a
探索频道,http://135.148.104.228:19806/7f6d6983b5cd47339d993860bc8f00e9
Cbeebies,http://135.148.104.228:19806/cd8a6c94b8fe46cd97a508e0a93b6a71
CINEMAX,http://135.148.104.228:19806/1d1c586a05ef4c13b029464c6d4644a1
罪案侦缉频道,http://135.148.104.228:19806/ac8e4a1c6d944d28a3d281d65f6892a2
历史频道,http://135.148.104.228:19806/64678d420006c5929654aa0f2cef7bf8
BBC Earth,http://135.148.104.228:19806/34f24f8ef6214f94a7e8d5981eb9cde2
CCTV9,http://135.148.104.228:19806/bd1be015bfe94e53aab75e8b4a12bfe1
亚洲美食频道,http://135.148.104.228:19806/5ae5dc61eb68407cb5dac94ce8dfca2e
TLC旅游生活,http://135.148.104.228:19806/bc6c20458c4c422b9297dbfd25f12f67
亚洲旅游台,http://135.148.104.228:19806/8e7af36f23874793854226c5b64097d3
时尚频道,http://135.148.104.228:19806/e87adc01be824ef19f005a76e4fce189
美食星球,http://135.148.104.228:19806/c8b8f19c8410441eb9e9039572c72137
达文西频道,http://135.148.104.228:19806/beaf5c1a3d7b44e1b4a99bcc20cd8ed7
TV5Monde,http://135.148.104.228:19806/5206358477b44788b15c15f7ad658464
TV5MONDE Style 生活时尚,http://135.148.104.228:19806/d7524c09437e4caf95c37c75d34f5550
Travel Channel,http://135.148.104.228:19806/644e9b240008c0cb34e2da7f6b043e97
The Weather Network,http://135.148.104.228:19806/645a790b00024322633db20e6f60185f
The Weather Channel,http://135.148.104.228:19806/645a790a000b00de633db05826c974b9
LUXE TV,http://135.148.104.228:19806/c02d3bf53e8f4021947feb28aeb0c496
Lifetime,http://135.148.104.228:19806/d0da12938b6545828917832ad283dfce
Love Nature,http://135.148.104.228:19806/0e5b3219870a4f79bec208ec1fbaad63
KLT-靖天国际台,http://135.148.104.228:19806/4c1e84b189e54aee8e1606a285eb57d9
HGTV居家乐活频道,http://135.148.104.228:19806/d6ed657bb866458a91e28701a1b0bcf1
Food Network,http://135.148.104.228:19806/4e5615643ab540cbbe0ec4a7b4e1ff95
ELEVEN体育1台,http://135.148.104.228:19806/61a3473768ec4860bf9c5cc9911f71d6
ELEVEN体育2台,http://135.148.104.228:19806/e3aeaea58e574957a3ce60d7e2d1081d
EVE,http://135.148.104.228:19806/2adb8e78858a455a84520253425057f3
ETtoday综合台,http://135.148.104.228:19806/87a1551a86004305b6cfd947fb0898ef
ELTV生活英语台,http://135.148.104.228:19806/264eb6cb34c5497a99312ce73883a073
BBC Lifestyle,http://135.148.104.228:19806/99d72fa5a5e94df7a3d961690ee09785
KOMO 4 TV,http://135.148.104.228:19806/645a79070003a120633da2bc7295540c

电影频道,#genre#
CHC动作电影,http://135.148.104.228:19806/b0a0d2f361f04b429a3185b04b6f7667
CHC高清电影,http://135.148.104.228:19806/e27bf51377e2485cb8a7e59c05b24848
CHC家庭影院,http://135.148.104.228:19806/bbe8e8a94b974d27a3503380b5b934ce
天映频道,http://135.148.104.228:19806/644b68b3000a7c162865d184572c1ff0
天映经典,http://135.148.104.228:19806/644b663d000a432e285c34846b9e74d6
美亚电影台HD,http://135.148.104.228:19806/c4cf7dc18295472595398d0ad757ccf1
美亚电影台(粤语),http://135.148.104.228:19806/64550dca000ac0cf4e12b37b0be73efc
龙华电影,http://135.148.104.228:19806/cede451738ef405fbb9fd50f010c6e69
靖天映画,http://135.148.104.228:19806/3ee9183e81d7426b9951e42251877c96
靖天电影台,http://135.148.104.228:19806/030b9d54cd424c6ba0d5e8acf16f9769
好莱坞电影台,http://135.148.104.228:19806/86c7f4066b9c49f3808094bd356b8b33
壹电视电影台,http://135.148.104.228:19806/c4d7d3c0d08941afa5b11dfa41a74576
星卫HD电影台,http://135.148.104.228:19806/e241d240f66a45adb8be67c8c5cb7edc
卫视电影台,http://135.148.104.228:19806/e6614f107c924a868360f724bf10f9d8
影迷数位电影台,http://135.148.104.228:19806/644e9b270003dc3234e2e4fe1d6f0c2b
纬来育乐台,http://135.148.104.228:19806/dd458fff62614481a7e9d65da897af75
纬来电影台,http://135.148.104.228:19806/ae654eeece794e40b003597793cf810a
凤凰电影台,http://135.148.104.228:19806/2df8c6787b0a4f08bee3dcccd49aef8b
东森洋片台,http://135.148.104.228:19806/cbe8fad92b7e4497bce416a75eae4708
东森电影台,http://135.148.104.228:19806/c4890d819ae5497db49b4f13a019e128
采昌影剧台,http://135.148.104.228:19806/46320be49d0f44aea4691fe2cc087bab
亚洲剧台,http://135.148.104.228:19806/9d60d2f9f6fa4a368fbe457f8efad108
Star Movies Gold,http://135.148.104.228:19806/644e9b27000a398734e2e694611871b6
STAR World,http://135.148.104.228:19806/77334a5315e84cf2b964beae14b6cdbc
爱尔达影剧台,http://135.148.104.228:19806/6458c4bf000bb65f5c956b8f6ab30530
tvN,http://135.148.104.228:19806/645fb9b800079c5f77c2572e6a78418d
tvN Movies HD,http://135.148.104.228:19806/0c39816f6b864d57a8a7c9c956e31952
Thrill,http://135.148.104.228:19806/14f535a7ec5a4939a67e7165f94ca38e
Star Movies HD,http://135.148.104.228:19806/bcf382b353a74b509a5ca1354b689efe
SHOWCASE MOVIES,http://135.148.104.228:19806/beabba149e874fc8a5af2b656d596816
HKC电影台,http://135.148.104.228:19806/f64b49e3829e4fe2bf948a18b19c5a98
HITS,http://135.148.104.228:19806/be8e6fe7ffd343edb7bec5d01de30204
HITS Movies,http://135.148.104.228:19806/9e0e356e598d4116a9d0f3144516bdfa
HBO,http://135.148.104.228:19806/dc01bf43a9fd4c0594f0a73ee31ab4a5
HBO强档巨献,http://135.148.104.228:19806/f33628c42a3645dba83d317e70abf28c
HBO原创巨献,http://135.148.104.228:19806/8987f1bb3c9740e980bce7d787cfba0d
HBO Family,http://135.148.104.228:19806/ac77e78ed9ea4ff384eaa0de73b75df0
CINEMAX,http://135.148.104.228:19806/1d1c586a05ef4c13b029464c6d4644a1
CinemaWorld,http://135.148.104.228:19806/82a4e1f9268245ed93f38fcb17732c8f
CCTV6,http://135.148.104.228:19806/8cf06c01d4a14947a753a183865d1031
CatchPlay电影台,http://135.148.104.228:19806/7e53298e858e453d8cd89a4f09de4f12
BOO,http://135.148.104.228:19806/d01f4e4805c743ea82f6623c4859e3c9
AXN,http://135.148.104.228:19806/928f8533e609499cabbd6968526b392a
AXN亚洲,http://135.148.104.228:19806/8add116b0e7d408f89cdf74897f02aef
AMC最爱电影,http://135.148.104.228:19806/42dc2f449f2c49859e103b0236c34ab1
